node,ms-uri,node-structure,msItem-id,structure-id,xpath
"<bibl >Add. 17,161, no. 2</bibl>",http://syriaca.org/manuscript/838,<bibl >CDATA</bibl>,b2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/note/bibl
"<bibl >Add. 14,613, fol. 151 a</bibl>",http://syriaca.org/manuscript/838,<bibl >CDATA</bibl>,c8,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[5]/note/bibl
"<bibl >Add. 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr></bibl>",http://syriaca.org/manuscript/313,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,b1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/note/bibl
"<bibl >Add. 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>25</citedRange></bibl>",http://syriaca.org/manuscript/313,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,c12,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[1]/msItem[12]/note/bibl
"<bibl >Add. 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>, no.<citedRange unit=''>23</citedRange></bibl>",http://syriaca.org/manuscript/313,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,b5,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[5]/note[2]/bibl
"<bibl >Add. 14,624<ptr target='http://syriaca.org/manuscript/364'></ptr>, fol.<citedRange unit='locus'>8 b</citedRange>, above, no. DCCXCI</bibl>",http://syriaca.org/manuscript/313,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA</bibl>,b22,structure-11,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/msItem[22]/note/bibl
"<bibl >Add. 14,594<ptr target='http://syriaca.org/manuscript/330'></ptr></bibl>",http://syriaca.org/manuscript/313,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/p/bibl
"<bibl >Add. 14,594<ptr target='http://syriaca.org/manuscript/330'></ptr></bibl>",http://syriaca.org/manuscript/313,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>,<citedRange unit=''>no. 6</citedRange></bibl>",http://syriaca.org/manuscript/316,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note/bibl[1]
"<bibl >Add. 14,579<ptr target='http://syriaca.org/manuscript/315'></ptr>,<citedRange unit=''>no. 1, e</citedRange></bibl>",http://syriaca.org/manuscript/316,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note/bibl[2]
"<bibl >Add. 14,575<ptr target='http://syriaca.org/manuscript/311'></ptr>,<citedRange unit=''>no. 13</citedRange>(<citedRange unit='locus'>fol. 43 b</citedRange>)</bibl>",http://syriaca.org/manuscript/316,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA</bibl>,a5,structure-19,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[5]/note/bibl
"<bibl >Add. 12,154,<biblScope ><locus >fol. 44 b</locus></biblScope></bibl>",http://syriaca.org/manuscript/34,<bibl >CDATA<biblScope ><locus >CDATA</locus></biblScope></bibl>,b5,structure-39,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[5]/note/bibl[1]
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 12,154</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/29</idno></altIdentifier></msIdentifier>,<biblScope ><locus from='44b' to='44b'>fol. 44b</locus></biblScope></bibl>",http://syriaca.org/manuscript/34,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier>CDATA<biblScope ><locus from='VALUE' to='VALUE'>CDATA</locus></biblScope></bibl>,,structure-24,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/p/listBibl/bibl
"<bibl >Add. 12,138<ptr target='http://syriaca.org/manuscript/10'></ptr></bibl>",http://syriaca.org/manuscript/167,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/title/bibl[1]
"<bibl >Add.
                           12,173<ptr target='http://syriaca.org/manuscript/69'></ptr></bibl>",http://syriaca.org/manuscript/826,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl[1]
"<bibl >Add. 17,264<ptr target='http://syriaca.org/manuscript/1080'></ptr>,<citedRange unit='locus'>65b</citedRange></bibl>",http://syriaca.org/manuscript/826,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl[2]
"<bibl >Add.
                           17,263<ptr target='http://syriaca.org/manuscript/1079'></ptr></bibl>",http://syriaca.org/manuscript/826,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note[1]/bibl[3]
"<bibl >Add. 12,173<ptr target='http://syriaca.org/manuscript/69'></ptr>, no. 1</bibl>",http://syriaca.org/manuscript/826,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,c15,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[4]/note/bibl
"<bibl >Add. 14,583<ptr target='http://syriaca.org/manuscript/319'></ptr></bibl>",http://syriaca.org/manuscript/826,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,c16,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[5]/note[2]/bibl[1]
"<bibl >Add. 14,582<ptr target='http://syriaca.org/manuscript/318'></ptr>,<citedRange unit='locus'>42b</citedRange></bibl>",http://syriaca.org/manuscript/826,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,c19,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[8]/note/bibl
"<bibl >Add. 14,578, fol. 16 b, Nili Opuscula, cd. 1673, p. 408; Migne, t. lxxix., col. 1096, line 3</bibl>",http://syriaca.org/manuscript/221,<bibl >CDATA</bibl>,a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/listBibl/bibl
"<bibl >Add. 17,131<ptr target='http://syriaca.org/manuscript/760'></ptr></bibl>",http://syriaca.org/manuscript/192,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,c14,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/msItem[4]/note/bibl[1]
"<bibl >Add. 12,153<ptr target='http://syriaca.org/manuscript/28'></ptr></bibl>",http://syriaca.org/manuscript/776,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note[2]/bibl
"<bibl >Add. 14,547<ptr target='http://syriaca.org/manuscript/278'></ptr>, fol.<citedRange unit='locus'>2 a</citedRange></bibl>",http://syriaca.org/manuscript/776,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,a2,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note[2]/bibl
"<bibl >Add. 17,134<ptr target='http://syriaca.org/manuscript/763'></ptr>, fol.<citedRange unit='locus'>83</citedRange></bibl>",http://syriaca.org/manuscript/929,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p4a1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/note/p[1]/bibl[1]
"<bibl >Add. 14,429<ptr target='http://syriaca.org/manuscript/85'></ptr></bibl>",http://syriaca.org/manuscript/929,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p4a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/note/p[1]/bibl[3]
"<bibl >Add. 7201<ptr target=''></ptr>, fol.<citedRange unit='locus'>195</citedRange></bibl>",http://syriaca.org/manuscript/929,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p4a1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/note/p[2]/bibl[2]
"<bibl >Add. 17,202<ptr target='http://syriaca.org/manuscript/864'></ptr></bibl>",http://syriaca.org/manuscript/929,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,p4a1,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/note/p[6]/note[1]/bibl[1]
"<bibl >Add.
                  14,620<ptr target='http://syriaca.org/manuscript/360'></ptr>, fol.<citedRange unit='locus'>13b</citedRange></bibl>",http://syriaca.org/manuscript/929,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p4a1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/note/p[7]/bibl[1]
"<bibl >Add. 14,578<ptr target='http://syriaca.org/manuscript/314'></ptr>, no.<citedRange unit=''>11</citedRange></bibl>",http://syriaca.org/manuscript/929,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p12b3,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[12]/msContents/msItem/msItem[3]/note/bibl
"<bibl >See<msIdentifier ><idno ref='http://syriaca.org/manuscript/409'>Add. 14,645, no. 23</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/866,<bibl >CDATA<msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,b1,structure-10,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/listBibl/bibl
"<bibl >See<msIdentifier ><idno ref='http://syriaca.org/manuscript/409'>Add. 14,645, no. 1, b</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/866,<bibl >CDATA<msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,b3,structure-10,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[3]/listBibl/bibl
"<bibl >See<msIdentifier ><idno ref='http://syriaca.org/manuscript/408'>Add. 14,644, no. 9</idno></msIdentifier></bibl>",http://syriaca.org/manuscript/866,<bibl >CDATA<msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier></bibl>,b5,structure-10,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[5]/listBibl/bibl
"<bibl >Add. 14,738, foll. 12-21<ptr target='http://syriaca.org/manuscript/699'></ptr></bibl>",http://syriaca.org/manuscript/693,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[1]/physDesc/p/bibl
"<bibl >Add. 14,738, foll. 12-21<ptr target='http://syriaca.org/manuscript/699'></ptr></bibl>",http://syriaca.org/manuscript/693,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 14,738, foll. 12-21<ptr target='http://syriaca.org/manuscript/699'></ptr></bibl>",http://syriaca.org/manuscript/693,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[3]/physDesc/p/bibl
"<bibl >Add. 14,738, foll. 12-21<ptr target='http://syriaca.org/manuscript/699'></ptr></bibl>",http://syriaca.org/manuscript/693,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[6]/msPart[3]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 14,489<ptr target='http://syriaca.org/manuscript/179'></ptr></bibl>",http://syriaca.org/manuscript/81,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[4]/p[5]/bibl[2]
"<bibl ><msIdentifier ><idno type='shelfmark'>Add. 14,578,</idno><altIdentifier ><idno type='URL'>http://syriaca.org/manuscript/314</idno></altIdentifier></msIdentifier><biblScope ><locus from='16b'>fol. 16 b</locus></biblScope></bibl>",http://syriaca.org/manuscript/216,<bibl ><msIdentifier ><idno type='VALUE'>CDATA</idno><altIdentifier ><idno type='VALUE'>CDATA</idno></altIdentifier></msIdentifier><biblScope ><locus from='VALUE'>CDATA</locus></biblScope></bibl>,p5a1,structure-40,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[5]/msContents/msItem/note/listBibl/bibl
"<bibl ><ptr target='http://syriaca.org/manuscript/5'></ptr>Add. 12,135</bibl>",http://syriaca.org/manuscript/85,<bibl ><ptr target='VALUE'></ptr>CDATA</bibl>,,structure-28,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/handDesc/handNote[1]/desc/bibl[1]
"<bibl >Add. 14,732, fol. 74 b</bibl>",http://syriaca.org/manuscript/423,<bibl >CDATA</bibl>,a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[1]/note/bibl
"<bibl >Add. 14,641, no. 4, g</bibl>",http://syriaca.org/manuscript/423,<bibl >CDATA</bibl>,a2,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[2]/note/bibl
"<bibl >Add. 14,649, no. 3</bibl>",http://syriaca.org/manuscript/423,<bibl >CDATA</bibl>,a3,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[3]/note/bibl
"<bibl >Add. 14,611, no. 15</bibl>",http://syriaca.org/manuscript/423,<bibl >CDATA</bibl>,a4,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem[4]/note/bibl[1]
"<bibl >Add. 17,256<ptr target='http://syriaca.org/manuscript/1052'></ptr></bibl>",http://syriaca.org/manuscript/1053,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/additions/list/item/p[1]/bibl
"<bibl >Add. 17,148<ptr target='http://syriaca.org/manuscript/777'></ptr>, no.<citedRange unit=''>1, c</citedRange></bibl>",http://syriaca.org/manuscript/852,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange></bibl>,p1b1,structure-12,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem/msItem[1]/note/bibl
"<bibl >Add. 17,196, lower text<ptr target='http://syriaca.org/manuscript/1560'></ptr></bibl>",http://syriaca.org/manuscript/852,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/p/bibl
"<bibl >Add. 17,196, lower text<ptr target='http://syriaca.org/manuscript/1560'></ptr></bibl>",http://syriaca.org/manuscript/852,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,196, upper text<ptr target='http://syriaca.org/manuscript/1559'></ptr></bibl>",http://syriaca.org/manuscript/852,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl
"<bibl >Add. 17,196, upper text<ptr target='http://syriaca.org/manuscript/1559'></ptr></bibl>",http://syriaca.org/manuscript/852,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 14,515, no. 1</bibl>",http://syriaca.org/manuscript/614,<bibl >CDATA</bibl>,p1b1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msContents/msItem[1]/msItem[1]/note[2]/bibl
"<bibl >Add. 14,549, fol. 2 b, marg.</bibl>",http://syriaca.org/manuscript/614,<bibl >CDATA</bibl>,p4a1,structure-1,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[4]/msContents/msItem/note[2]/bibl[5]
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/778'>Add. 17,149</idno></msIdentifier>, after fol.<locus from='63'>63</locus></bibl>",http://syriaca.org/manuscript/779,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier>CDATA<locus from='VALUE'>CDATA</locus></bibl>,a1,structure-41,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note/bibl[1]
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/778'>Add. 17,149</idno></msIdentifier>, fol.<locus from='63b'>63b</locus></bibl>",http://syriaca.org/manuscript/779,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier>CDATA<locus from='VALUE'>CDATA</locus></bibl>,a1,structure-41,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note/bibl[2]
"<bibl ><msIdentifier ><idno ref='http://syriaca.org/manuscript/778'>Add. 17,149</idno></msIdentifier>, fol.<locus from='63b'>63b</locus></bibl>",http://syriaca.org/manuscript/779,<bibl ><msIdentifier ><idno ref='VALUE'>CDATA</idno></msIdentifier>CDATA<locus from='VALUE'>CDATA</locus></bibl>,a1,structure-41,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/note/bibl[3]
"<bibl >Add. 12,135, part first<ptr target='http://syriaca.org/manuscript/6'></ptr></bibl>",http://syriaca.org/manuscript/84,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[1]/p[2]/bibl[1]
"<bibl >Add. 14,430<ptr target='http://syriaca.org/manuscript/86'></ptr></bibl>",http://syriaca.org/manuscript/84,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/physDesc/additions/list/item[1]/p[2]/bibl[2]
"<bibl >Add. 17,198, foll. 1-6 and 23-32, lower text<ptr target='http://syriaca.org/manuscript/1563'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msPart[1]/physDesc/p/bibl[1]
"<bibl >Add. 17,198, foll. 7-22 and 33-88<ptr target='http://syriaca.org/manuscript/1564'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msPart[1]/physDesc/p/bibl[2]
"<bibl >Add. 17,198, foll. 1-6 and 23-32, lower text<ptr target='http://syriaca.org/manuscript/1563'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,198, foll. 7-22 and 33-88<ptr target='http://syriaca.org/manuscript/1564'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msPart[1]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 12,156<ptr target='http://syriaca.org/manuscript/31'></ptr>, fol.<citedRange unit='locus'>137 a</citedRange>.</bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA<citedRange unit='VALUE'>CDATA</citedRange>CDATA</bibl>,p1_2a2,structure-11,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msPart[2]/msContents/msItem[2]/note/bibl
"<bibl >Add. 17,198, foll. 1-6 and 23-32, upper text<ptr target='http://syriaca.org/manuscript/1562'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msPart[2]/physDesc/p/bibl
"<bibl >Add. 17,198, foll. 1-6 and 23-32, upper text<ptr target='http://syriaca.org/manuscript/1562'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[1]/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl
"<bibl >Add. 17,198, foll. 1-6 and 23-32, upper text<ptr target='http://syriaca.org/manuscript/1562'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl[1]
"<bibl >Add. 17,198, foll. 1-6 and 23-32, lower text<ptr target='http://syriaca.org/manuscript/1563'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/p/bibl[2]
"<bibl >Add. 17,198, foll. 1-6 and 23-32, upper text<ptr target='http://syriaca.org/manuscript/1562'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[1]
"<bibl >Add. 17,198, foll. 1-6 and 23-32, lower text<ptr target='http://syriaca.org/manuscript/1563'></ptr></bibl>",http://syriaca.org/manuscript/856,<bibl >CDATA<ptr target='VALUE'></ptr></bibl>,,structure-3,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msPart[2]/physDesc/objectDesc/supportDesc/condition/list/item/p/bibl[2]
"<bibl >Add. 12,173<ptr target='http://syriaca.org/manuscript/69'></ptr>, no. 1, b</bibl>",http://syriaca.org/manuscript/828,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,b1,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[1]/note/bibl
"<bibl >Add. 12,173<ptr target='http://syriaca.org/manuscript/69'></ptr>, no 1, a</bibl>",http://syriaca.org/manuscript/828,<bibl >CDATA<ptr target='VALUE'></ptr>CDATA</bibl>,b2,structure-13,TEI/teiHeader/fileDesc/sourceDesc/msDesc/msContents/msItem/msItem[2]/note/bibl
