recordUri	msBiblId	shelfmark	sourceBiblId	sourceBiblUri	sourceBiblString	correspEditionsBiblId
http://syriaca.org/work/1000	bib1000-4	mss Londres, British Library, Add. 14506, f. 156-159v	bib1000-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 811	
http://syriaca.org/work/1001	bib1001-4	mss Londres, British Library, Add. 14506, f. 159v-160v	bib1001-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 812	
http://syriaca.org/work/1002	bib1002-4	mss Londres, British Library, Add. 14506, f. 160v-163	bib1002-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 813	
http://syriaca.org/work/1003	bib1003-3	ms Londres, British Library, Add. 14506, f. 23v + mss de Mossoul ?	bib1003-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 815	
http://syriaca.org/work/1004	bib1004-3	ms Londres, British Library, Add. 14506, f. 19v-20 + mss de Mossoul ?	bib1004-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 816	
http://syriaca.org/work/1005	bib1005-3	ms Londres, British Library, Add. 14506, f. 20r-v + mss de Mossoul ?	bib1005-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 817	
http://syriaca.org/work/1006	bib1006-3	ms Londres, British Library, Add. 14506, f. 20v-21 + mss de Mossoul ?	bib1006-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 818	
http://syriaca.org/work/1007	bib1007-3	ms Londres, British Library, Add. 14506, f. 21v-22 + mss de Mossoul ?	bib1007-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 819	
http://syriaca.org/work/1008	bib1008-3	ms Londres, British Library, Add. 14506, f. 22v-23v + mss de Mossoul ?	bib1008-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 820	
http://syriaca.org/work/1009	bib1009-3	ms Londres, British Library, Add. 14506, f. 24r + mss de Mossoul ?	bib1009-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 821	
http://syriaca.org/work/1010	bib1010-3	ms Londres, British Library, Add. 14506, f. 24r-v + mss de Mossoul ?	bib1010-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 822	
http://syriaca.org/work/1011	bib1011-3	ms Londres, British Library, Add. 14506, f. 24v-25 + mss de Mossoul ?	bib1011-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 823	
http://syriaca.org/work/1012	bib1012-3	ms Londres, British Library, Add. 14506, f. 26r-v + mss de Mossoul ?	bib1012-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 824	
http://syriaca.org/work/1013	bib1013-3	ms Londres, British Library, Add. 14506, f. 26v-27 + mss de Mossoul ?	bib1013-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 825	
http://syriaca.org/work/1014	bib1014-3	ms Londres, British Library, Add. 14506, f. 27r-v + mss de Mossoul ?	bib1014-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 826	
http://syriaca.org/work/1015	bib1015-3	ms Londres, British Library, Add. 14506, f. 27v-28 + mss de Mossoul ?	bib1015-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 827	
http://syriaca.org/work/1016	bib1016-3	ms Londres, British Library, Add. 14506, f. 28-29 + mss de Mossoul ?	bib1016-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 828	
http://syriaca.org/work/1017	bib1017-3	ms Londres, British Library, Add. 14506, f. 30v-31 + mss de Mossoul ?	bib1017-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 829	
http://syriaca.org/work/1018	bib1018-4	ms Londres, British Library, Add. 14506, f. 87r-v	bib1018-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 830	
http://syriaca.org/work/1019	bib1019-4	ms Londres, British Library, Add. 14506, f. 87v-89	bib1019-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 831	
http://syriaca.org/work/1020	bib1020-4	ms Londres, British Library, Add. 14506, f. 89v-90	bib1020-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 832	
http://syriaca.org/work/1021	bib1021-4	ms Londres, British Library, Add. 14506, f. 90r-v	bib1021-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 833	
http://syriaca.org/work/1022	bib1022-4	ms Londres, British Library, Add. 14506, f. 90v-91	bib1022-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 834	
http://syriaca.org/work/1023	bib1023-3	ms Londres, British Library, Add. 17141, f. 83v-84	bib1023-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 835	
http://syriaca.org/work/1024	bib1024-3	ms Londres, British Library, Add. 17141, f. 84-85	bib1024-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 836	
http://syriaca.org/work/1025	bib1025-3	ms Londres, British Library, Add. 17141, f. 85-86	bib1025-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 837	
http://syriaca.org/work/1028	bib1028-3	ms Mardin	bib1028-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 843	
http://syriaca.org/work/1028	bib1028-4	ms Beyrouth, Université Saint-Joseph, Bibliothèque orientale, syr. 18	bib1028-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 843	
http://syriaca.org/work/1029	bib1029-3	ms Londres, British Library, Add. 14733, f. 52v-62	bib1029-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 844	
http://syriaca.org/work/1029	bib1029-4	ms Vatican, Borg. Syr. 39, f. 213-219 (mutilé du début)	bib1029-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 844	
http://syriaca.org/work/1030	bib1030-3	ms Mardin	bib1030-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 845	
http://syriaca.org/work/1031	bib1031-3	ms Mossoul ?	bib1031-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 846	
http://syriaca.org/work/1031	bib1031-4	ms Londres, British Library, Add. 14624, f. 45v-52v	bib1031-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 846	
http://syriaca.org/work/1031	bib1031-5	ms Londres, British Library, Add. 14728, f. 34-41v	bib1031-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 846	
http://syriaca.org/work/1031	bib1031-6	ms Londres, British Library, Add. 14730, f. 155v-164v (mutilé)	bib1031-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 846	
http://syriaca.org/work/1031	bib1031-7	ms Londres, British Library, Add. 14732, f. 154-157v	bib1031-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 846	
http://syriaca.org/work/1031	bib1031-8	ms Londres, British Library, Or. 2732, f. 68-82	bib1031-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 846	
http://syriaca.org/work/1031	bib1031-9	ms Berlin, Königliche Bibliothek, syr. 74 (Sachau 9), f. 92v-100v + syr. 177 (Sachau 60), f. 25-35	bib1031-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 846	
http://syriaca.org/work/1032	bib1032-4	Vatican, Syr. 161, f. 190-216v + Borg. Syr. 161, p. 1-130	bib1032-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 847	
http://syriaca.org/work/1033	bib1033-3	ms Cambridge (Massachusetts), Harvard University Library, Syr. 93, f. 47-51v	bib1033-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 849	
http://syriaca.org/work/1034	bib1034-3	ms Cambridge (Massachusetts), Harvard University Library, Syr. 93, f. 51b-53a	bib1034-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 850	
http://syriaca.org/work/1035	bib1035-3	ms Cambridge (Massachusetts), Harvard University Library, Syr. 93, f. 53b-54a	bib1035-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 851	
http://syriaca.org/work/1036	bib1036-3	ms Cambridge (Massachusetts), Harvard University Library, Syr. 93, f. 54a-58a	bib1036-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 852	
http://syriaca.org/work/1037	bib1037-6	ms Damas, Patriarcat syrien orthodoxe, cod. 12/15 (olim ms Dayr az-Za‘faran, cod. parch. 13 (Dolabany)) + ms Hah, Monastère Saints-Serge-et-Bacchus, cod. 1, cah. 23, f. 2 - cah. 24, f. 6v + ms Chicago, University Library, Oriental Institute, A 12.008, f. 23v-29r + ms Mardin, Évêché syrien orthodoxe, cod. 134 (olim ms Dayr az-Za‘faran, cod. pap. 61 (Dolabany)), cah. 35, f. 7 - cah. 36, f. 1 + cod. 176 (olim ms Dayr az-Za‘faran, cod. pap. 122 (Dolabany)), f. 1-28 + cod. 141 (olim ms Dayr az-Za‘faran, cod. pap. 73 (Dolabany)), f. 45-73v	bib1037-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 854	
http://syriaca.org/work/1037	bib1037-7	ms Diyarbakir, Église Mar Ya‘qub, cod. 1/3	bib1037-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 854	
http://syriaca.org/work/1038	bib1038-4	ms Chicago, University Library, Oriental Institute, A 12.008	bib1038-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 855	
http://syriaca.org/work/1039	bib1039-4	ms Damas, Patriarcat syrien orthodoxe, 12/17 (olim ms Dayr az-Za‘faran, cod. parch. 18 (Dolabany)), f. 216-219v	bib1039-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 856	
http://syriaca.org/work/1039	bib1039-5	ms Mardin, Évêché syrien orthodoxe, 269, f. 61-77	bib1039-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 856	
http://syriaca.org/work/1039	bib1039-6	ms Cambridge (Mass.), Harvard University Library, Syr. 34 (fgt)	bib1039-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 856	
http://syriaca.org/work/1040	bib1040-6	ms Damas, Patriarcat syrien orthodoxe, cod. 12/16 (olim Jérusalem, Couvent syrien orthodoxe Saint-Marc, 156 (Baumstark Litur. 43)), f. 46v-49r	bib1040-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 858	
http://syriaca.org/work/1040	bib1040-7	ms Damas, Patriarcat syrien orthodoxe, cod. 9/15, f. 66v-86	bib1040-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 858	
http://syriaca.org/work/1040	bib1040-8	ms Diyarbakir, Coll. T.H. Tuma Baçaranlar, cod. 41, cah. 14, f. 6 - cah. 17, f. 8	bib1040-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 858	
http://syriaca.org/work/1041	bib1041-6	ms Vatican, Syr. 118, f. 307-316v + ms ms Mardin, Évêché syrien orthodoxe, cod. 135 (olim ms Dayr az-Za‘faran, cod. pap. 62 (Dolabany))	bib1041-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 859	
http://syriaca.org/work/1042	bib1042-7	mss Vatican, Syr. 180, f. 4v-40v + Borg. Syr. 39, f. 122v-137v (mutilé de le la fin)	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-8	ms Cambridge, University Library, Add. 2043, f. 1-4v (fgt)	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-9	ms Cambridge, University Library, Add. 2050, f. 47r-v et 58r-v (fgts)	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-10	ms Cambridge (Mass.), Harvard University Library, Syr. 59, f. 117-159v	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-11	ms Cambridge (Mass.), Harvard University Library, Syr. 169, f. 1v-	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-12	ms New Haven, Yale University, Beinecke Library, Rn. R32 (mutilé)	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-13	ms New Haven, Yale University, Beinecke Library, Rn. R32b	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-14	ms Dawra, Monastère chaldéen, cod. 621 (olim Alqosh, Monastère N.-D. des Semences, cod. 212 Vosté), cah. 1, p. 1 - cah. 3, p. 5	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-15	ms Birmingham, Selly Oak College Library, Coll. Mingana, Syr. 598, f. 1v-23v	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-16	ms Monserrat, Abadia de San Maria, cod. 24	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-17	ms New York, Union Theological Seminary, ms Clemons 310	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-18	ms Paris, Coll. Patrologia Orientalis, = olim coll. R. Graffin (ms du Kalila et Dimna), f. 117-132r	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-19	ms Jérusalem, Couvent syrien orthodoxe Saint-Marc, cod. 201	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-20	ms Paris, Bibliothèque nationale, syr. 377, f. 89-145	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-21	ms Ourmia, Sarau-Shedd 42	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-22	ms Jérusalem, Monastère syrien orthodoxe Saint-Marc, cod. 196, p. 1-62	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1042	bib1042-23	ms Jérusalem, Monastère syrien orthodoxe Saint-Marc, cod. 201, p. 15-65	bib1042-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 861	
http://syriaca.org/work/1043	bib1043-3	ms Mardin, Évêché syrien orthodoxe, cod. 130	bib1043-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 863	
http://syriaca.org/work/1043	bib1043-4	ms Mardin, Évêché syrien orthodoxe, cod. 141 (olim ms Dayr az-Za‘faran, cod. pap. 73 (Dolabany))	bib1043-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 863	
http://syriaca.org/work/1044	bib1044-5	mss Londres, British Library, Add. 17205, f. 23-30 (mutilé du début) + Add. 14734, f. 177-193 + Add. 14735, f. 165v-171v + ms Cambridge, University Library, Add. 2020, f. 97-105 + ms Vatican, Syr. 161, f. 176-181 + ms Berlin, Königliche Bibliothek, syr. 75 (Sachau 222), f. 226-234v	bib1044-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 865	bib1044-3
http://syriaca.org/work/1044	bib1044-6	mss Londres, British Library, Add. 17205, f. 23-30 (mutilé du début) + Add. 14734, f. 177-193	bib1044-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 865	bib1044-4
http://syriaca.org/work/1044	bib1044-7	ms Oxford, Bodleian Library, Syr.f.10, f. 165-180v	bib1044-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 865	
http://syriaca.org/work/1045	bib1045-3	ms Karamlays, Église paroissiale chaldéenne Sainte-Barbara, n° 1 du cat. prélim. de Gagika.	bib1045-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 866	
http://syriaca.org/work/1046	bib1046-7	et (2): ms Londres, British Library, Add. 14516, f. 80v-88	bib1046-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 867	bib1046-5
http://syriaca.org/work/1046	bib1046-8	ms Damas, Patriarcat syrien orthodoxe, cod. 12/19 (olim ms Dayr az-Za‘faran, cod. parch. 12 (Dolabany)), f. 57-60v	bib1046-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 867	bib1046-6
http://syriaca.org/work/1046	bib1046-9	ms Damas, Patriarcat syrien orthodoxe, cod. 12/20 (olim ms Dayr az-Za‘faran, cod. parch. 11 (Dolabany)), f. 62-66v	bib1046-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 867	
http://syriaca.org/work/1046	bib1046-14	The manuscript witnesses for edition 2 are undetermined.	bib250-1		,  	bib1046-6
http://syriaca.org/work/1047	bib1047-3	ms Damas, Patriarcat syrien orthodoxe, 12/18, f. 69v-70v	bib1047-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 868	
http://syriaca.org/work/1048	bib1048-4	ms Damas, Patriarcat syrien orthodoxe, cod. 12/18 (olim ms Dayr az-Za‘faran, cod. 19), f. 58-69v ?	bib1048-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 869	
http://syriaca.org/work/1049	bib1049-3	ms Vatican, Borgia Arab. 223	bib1049-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 870	
http://syriaca.org/work/1049	bib1049-4	ms Birmingham, Selly Oak College Library, Coll. Mingana, Syr. 514, f. 144v-149	bib1049-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 870	
http://syriaca.org/work/1050	bib1050-4	ms Londres, British Library, Add. 12151, f. 173-176	bib1050-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 874	
http://syriaca.org/work/1051	bib1051-4	ms Londres, British Library, Add. 14645, f. 57-60	bib1051-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 875	
http://syriaca.org/work/1052	bib1052-4	éd: ms Paris, Bibliothèque nationale, Syr. 235, f. 260v-265	bib1052-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 876	
http://syriaca.org/work/1053	bib1053-5	ms Berlin, Königliche Bibliothek, syr. 26 (Sachau 321), f. 179v-186v + ms Paris, Bibliothèque nationale, syr. 235, f. 326-336v	bib1053-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 877	
http://syriaca.org/work/1053	bib1053-6	ms Cambridge, University Library, Add. 2020, f. 121-131	bib1053-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 877	
http://syriaca.org/work/1053	bib1053-7	ms Saint-Pétersbourg, Bibliothèque Publique Saltykov-Shchedrine, N.S. Syr. 4 (Pigulevskaya 48), f. 92-101	bib1053-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 877	
http://syriaca.org/work/1054	bib1054-3	ms Berlin, Königliche Bibliothek, syr. 43 (orient. fol. 620), f. 22b-24	bib1054-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 878	
http://syriaca.org/work/1055	bib1055-3	ms Berlin, Königliche Bibliothek, syr. 43 (Orient. fol. 620), f. 27b-30	bib1055-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 879	
http://syriaca.org/work/1056	bib1056-6	ms Paris, Bibliothèque nationale, Syr. 177, f. 145v-161v	bib1056-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 880	
http://syriaca.org/work/1056	bib1056-7	ms Damas, Patriarcat syrien orthodoxe, cod. 12/16 (olim Jérusalem, Couvent syrien orthodoxe Saint-Marc, cod. 156 (Baumstark Litur. 43)), f. 69v-73v	bib1056-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 880	
http://syriaca.org/work/1056	bib1056-8	ms Chicago, University Library, Oriental Institute, A 12008, f. 308-	bib1056-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 880	
http://syriaca.org/work/1056	bib1056-9	ms Mardin, Évêché syrien orthodoxe, cod. 162, f. 1v-29	bib1056-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 880	
http://syriaca.org/work/1056	bib1056-10	ms Mardin, Évêché syrien orthodoxe, cod. 144, f. 184v-216v	bib1056-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 880	
http://syriaca.org/work/1056	bib1056-11	ms Dayr Mar Matti, Église syrienne orthodoxe, cod. 243, f. 1v-53	bib1056-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 880	
http://syriaca.org/work/1056	bib1056-12	ms Damas, Patriarcat syrien orthodoxe, cod. 3/20, f. 1-22	bib1056-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 880	
http://syriaca.org/work/1057	bib1057-3	ms Londres, British Library, Add. 14727, f. 26-30v	bib1057-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 881	
http://syriaca.org/work/1059	bib1059-3	ms Sinai, Monastère Sainte Catherine, Syr. 10 (Kamil 57), f. 49v-50v	bib1059-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 884	
http://syriaca.org/work/1060	bib1060-4	ms Cambridge (Mass.), Harvard University Library, Syr. 38, f. 175-186v	bib1060-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 885	
http://syriaca.org/work/1061	bib1061-3	ms Sinai, Monastère Sainte Catherine, Syr. 10 (Kamil 57), f. 48r-49v	bib1061-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 886	
http://syriaca.org/work/1062	bib1062-9	ms Londres, British Library, Add. 17265, f. 74-105v	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	bib1062-6
http://syriaca.org/work/1062	bib1062-10	et (3): ms Londres, British Library, Add. 17265, f. 74-105v + ms Istanbul, Maryemana, Yeni 196 (Palmer) (olim cod. 7 (Vööbus), olim coll. P. Fehim, cod. 1 (Dolabany)), f. 99-113 + ms Pognon (nunc Paris, Bibliothèque nationale cf. mon CR de Desreumaux)	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	bib1062-6
http://syriaca.org/work/1062	bib1062-11	ms Mardin, Évêché syrien orthodoxe, cod. 257	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	bib1062-8
http://syriaca.org/work/1062	bib1062-12	ms Mardin, Évêché syrien orthodoxe, cod. 258 (olim ms Dayr az-Za‘faran, cod. pap. 119 (Dolabany))	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	
http://syriaca.org/work/1062	bib1062-13	ms Mardin, Évêché syrien orthodoxe, cod. 262 (olim ms Dayr az-Za‘faran, cod. pap. 117 (Dolabany))	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	
http://syriaca.org/work/1062	bib1062-14	ms Mardin, Évêché syrien orthodoxe, cod. 275	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	
http://syriaca.org/work/1062	bib1062-15	ms Mosul, Église syrienne orthodoxe Mâr Tûmâ, ms 254	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	
http://syriaca.org/work/1062	bib1062-16	ms Mosul, Résidence épiscopale syrienne orthodoxe, cod. 1/38	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	
http://syriaca.org/work/1062	bib1062-17	ms Berlin, Königliche Bibliothek, syr. 179 (Sachau 221)	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	
http://syriaca.org/work/1062	bib1062-18	ms Paris, Bibliothèque nationale, syr. 375, f. 63v-132v	bib1062-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 887	
http://syriaca.org/work/1062	bib1062-20	The manuscript witnesses for edition 2 are undetermined.	bib250-1		,  	bib1062-7
http://syriaca.org/work/1062	bib1062-21	The manuscript witnesses for edition 3 are undetermined.	bib250-1		,  	bib1062-8
http://syriaca.org/work/1063	bib1063-9	ms Londres, British Library, Add. 17265, f. 2v-39v (mutilé)	bib1063-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 888	bib1063-6
http://syriaca.org/work/1063	bib1063-10	et (3): ms Londres, British Library, Add. 17265, f. 2v-39v (mutilé) + ms Istanbul, Maryemana, Yeni 196 (Palmer) (olim cod. 7 (Vööbus), olim coll. P. Fehim, cod. 1 (Dolabany)), f. 78-90	bib1063-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 888	bib1063-6
http://syriaca.org/work/1063	bib1063-11	ms Mardin, Évêché syrien orthodoxe, cod. 258 (olim ms Dayr az-Za‘faran, cod. pap. 119 (Dolabany))	bib1063-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 888	bib1063-8
http://syriaca.org/work/1063	bib1063-12	ms Mardin, Évêché syrien orthodoxe, cod. 262 (olim ms Dayr az-Za‘faran, cod. pap. 117 (Dolabany))	bib1063-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 888	
http://syriaca.org/work/1063	bib1063-13	ms Mardin, Évêché syrien orthodoxe, cod. 275	bib1063-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 888	
http://syriaca.org/work/1063	bib1063-14	ms Paris, Bibliothèque nationale, syr. 375, f. 4v-33v	bib1063-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 888	
http://syriaca.org/work/1063	bib1063-15	ms Mossoul, Église syrienne orthodoxe Mâr Tûmâ, ms 254	bib1063-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 888	
http://syriaca.org/work/1063	bib1063-17	The manuscript witnesses for edition 2 are undetermined.	bib250-1		,  	bib1063-7
http://syriaca.org/work/1063	bib1063-18	The manuscript witnesses for edition 3 are undetermined.	bib250-1		,  	bib1063-8
http://syriaca.org/work/1064	bib1064-9	ms Londres, British Library, Add. 17265, f. 39v-74	bib1064-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 889	bib1064-6
http://syriaca.org/work/1064	bib1064-10	et (3): ms Londres, British Library, Add. 17265, f. 39v-74 + ms Istanbul, Maryemana, Yeni 196 (Palmer) (olim cod. 7 (Vööbus), olim coll. P. Fehim, cod. 1 (Dolabany)), f. 90-99	bib1064-1	http://syriaca.org/bibl/649	Bibliotheca Hagiographica Syriaca, entry 889	bib1064-6
