uri,shelfmark,hmml_project_number,country,city,holding_institution,repository,collection,support,hmml_genres,locus,height_cm,width_cm,layout,date_after,date_before
https://w3id.org/vhmml/readingRoom/view/52226,MS S. 1,Malta Series I 1071,Malta,Valletta,,"Saint Francis Friary (Valletta, Malta)",Malta Series I,PAPER,Grammars,,19.0,13.0,"1 column, 18 lines per page",1600,1700
https://w3id.org/vhmml/readingRoom/view/56719,MS Or. 9,30198,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30198,PAPER,Fragments | Grammars,,17.6,13.5,"1 column, 15 lines per page",1600,1700
https://w3id.org/vhmml/readingRoom/view/56721,MS Or. 11,30198,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30198,PAPER,Fragments | Liturgical books (Eastern Christian) | Prayers,,24.0,15.5,"2 columns, 22 lines per page",1600,1700
https://w3id.org/vhmml/readingRoom/view/56730,MS Or. 16,30206,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30206,PAPER,Commentaries,,24.2,17.2,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56732,MS Or. 17,30208,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30208,PAPER,Commentaries,,24.3,17.3,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56733,MS Or. 19,30209,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30209,PAPER,Commentaries,,,,"1 column, 22 lines per page",1900,2000
https://w3id.org/vhmml/readingRoom/view/56734,MS Or. 20,30209,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30209,PAPER,,,24.7,17.3,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56736,MS Or. 18,30211,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30211,PAPER,Commentaries,,,,"1 column, 22 lines per page",1924,1924
https://w3id.org/vhmml/readingRoom/view/56737,MS Or. 23,30212,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30212,PAPER,Liturgical books (Eastern Christian),,,,"1 column, 16 lines per page",1632,1632
https://w3id.org/vhmml/readingRoom/view/56738,MS Or. 21,30213,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30213,PAPER,Commentaries,,24.6,17.3,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56739,MS Or. 22,30214,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30214,PAPER,Commentaries,,24.9,17.5,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56741,MS Or. 25,30216,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30216,PAPER,Liturgical books (Eastern Christian) | Prayers | Hymns,,,,"1 column, 13 lines per page",1800,1900
https://w3id.org/vhmml/readingRoom/view/56744,MS Or. 31,30219,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30219,PAPER,,,,,,1915,1915
https://w3id.org/vhmml/readingRoom/view/56746,MS Or. 28,30220,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30220,PAPER,Prayers | Liturgical texts | Catechisms | Bibles | Medical works,,,,"1 column, 15-16 lines per page",1778,1778
https://w3id.org/vhmml/readingRoom/view/56747,MS Or. 30,30221,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30221,PAPER,Liturgical books (Eastern Christian),,,,"1 column, 22 lines per page",1859,1859
https://w3id.org/vhmml/readingRoom/view/56754,MS Or. 15,30190,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30190,PAPER,Commentaries,,27.4,18.6,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56755,MS Or. 13,30191,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30191,PAPER,Commentaries,,27.5,18.6,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56756,MS Or. 14,30192,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30192,PAPER,Commentaries,,27.5,18.6,,1923,1923
https://w3id.org/vhmml/readingRoom/view/56762,MS Or. 6,30197,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30197,PAPER,Fragments | Liturgical books (Eastern Christian),,21.5,14.6,"1 column, 24 lines per page",1700,1800
https://w3id.org/vhmml/readingRoom/view/56765,MS Or. 35,30241,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30241,PAPER,Liturgical books (Eastern Christian),,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/56823,MS Or. 37,30225,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30225,PAPER,Psalters | Liturgical books (Eastern Christian),,21.9,16.3,"1-2 column(s), 20 lines per page",1799,1799
https://w3id.org/vhmml/readingRoom/view/56824,MS Or. 38,30226,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30226,PAPER,Liturgical books (Eastern Christian),,21.7,16.5,,1700,1800
https://w3id.org/vhmml/readingRoom/view/56830,MS Or. 39,30229,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30229,PAPER,Commentaries,,22.3,16.0,,1700,1800
https://w3id.org/vhmml/readingRoom/view/56855,MS Or. 34,30240,Spain,Montserrat,,Montserrat (Abbey). Biblioteca,30240,PAPER,Hymns,,20.0,14.8,,1600,1800
https://w3id.org/vhmml/readingRoom/view/107676,MS 8,BALA 00006,Lebanon,Tripoli,,Dayr Sayyidat al-Balamand,BALA,PAPER,Liturgical books (Eastern Christian),,,,"1 column, 13 lines per page",1599,1599
https://w3id.org/vhmml/readingRoom/view/107685,MS 19,BALA 00015,Lebanon,Tripoli,,Dayr Sayyidat al-Balamand,BALA,PAPER,Liturgical books (Eastern Christian),,,,"1 column, 13-15 lines per page",1700,1800
https://w3id.org/vhmml/readingRoom/view/108240,MS 92,BALA 00088,Lebanon,Tripoli,,Dayr Sayyidat al-Balamand,BALA,PAPER,Liturgical books (Eastern Christian),,,,"1 column, 13 lines per page",1598,1598
https://w3id.org/vhmml/readingRoom/view/108285,MS 31 A,BALA 00026,Lebanon,Tripoli,,Dayr Sayyidat al-Balamand,BALA,PAPER,Liturgical books (Eastern Christian) | Liturgical texts,fol. 1v-201v,,,"1 column, 13-18 lines per page",1624,1624
https://w3id.org/vhmml/readingRoom/view/108285,MS 31 B,BALA 00026,Lebanon,Tripoli,,Dayr Sayyidat al-Balamand,BALA,PAPER,Liturgical books (Eastern Christian) | Liturgical texts,fol. 202r-267v,,,"1 column, 15 lines per page",1609,1609
https://w3id.org/vhmml/readingRoom/view/118698,OLM 00025,OLM 00025,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1890,1890
https://w3id.org/vhmml/readingRoom/view/118701,OLM 00379,OLM 00379,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/118721,OLM 00530,OLM 00530,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1864,1864
https://w3id.org/vhmml/readingRoom/view/118722,OLM 00531,OLM 00531,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Dictionaries,,,,,1899,1899
https://w3id.org/vhmml/readingRoom/view/118723,OLM 00532,OLM 00532,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1813,1813
https://w3id.org/vhmml/readingRoom/view/118724,OLM 00533,OLM 00533,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1857,1857
https://w3id.org/vhmml/readingRoom/view/118725,OLM 00534,OLM 00534,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1856,1856
https://w3id.org/vhmml/readingRoom/view/118726,OLM 00535,OLM 00535,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1838,1838
https://w3id.org/vhmml/readingRoom/view/118729,OLM 00539,OLM 00539,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1859,1859
https://w3id.org/vhmml/readingRoom/view/118730,OLM 00540,OLM 00540,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,,,,,,1864,1864
https://w3id.org/vhmml/readingRoom/view/118745,OLM 00579,OLM 00579,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Grammars,,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/118746,OLM 00580,OLM 00580,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,,,,,,1841,1841
https://w3id.org/vhmml/readingRoom/view/118748,OLM 00582,OLM 00582,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical texts,,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/118752,OLM 00586,OLM 00586,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/118758,OLM 00593,OLM 00593,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Dictionaries,,,,,1929,1929
https://w3id.org/vhmml/readingRoom/view/118768,OLM 00603,OLM 00603,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Dictionaries,,,,,1874,1874
https://w3id.org/vhmml/readingRoom/view/118772,OLM 00607,OLM 00607,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Poems,,,,,1661,1661
https://w3id.org/vhmml/readingRoom/view/118775,OLM 00610,OLM 00610,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Dictionaries,,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/118776,OLM 00611,OLM 00611,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Poems,,,,,1874,1874
https://w3id.org/vhmml/readingRoom/view/118777,OLM 00612,OLM 00612,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Dictionaries,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/118809,OLM 00644,OLM 00644,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Bibles,,,,,1703,1703
https://w3id.org/vhmml/readingRoom/view/118853,OLM 00697,OLM 00697,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1900,2000
https://w3id.org/vhmml/readingRoom/view/118860,OLM 00707,OLM 00707,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Poems | Grammars | Sermons,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/118864,OLM 00712,OLM 00712,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Grammars,,,,,1895,1895
https://w3id.org/vhmml/readingRoom/view/118886,OLM 00734,OLM 00734,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Grammars,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/118905,OLM 00753,OLM 00753,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical texts,,,,,1600,1700
https://w3id.org/vhmml/readingRoom/view/118914,OLM 00762,OLM 00762,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Grammars,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/118964,OLM 00817,OLM 00817,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Grammars,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/118970,OLM 00823,OLM 00823,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Poems | Grammars | Sermons,pages 7-241,,,,1826,1826
https://w3id.org/vhmml/readingRoom/view/118971,OLM 00824,OLM 00824,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1825,1825
https://w3id.org/vhmml/readingRoom/view/118974,OLM 00827,OLM 00827,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1848,1848
https://w3id.org/vhmml/readingRoom/view/118980,OLM 01293,OLM 01293,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1768,1768
https://w3id.org/vhmml/readingRoom/view/118983,OLM 01296,OLM 01296,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1816,1816
https://w3id.org/vhmml/readingRoom/view/118984,OLM 01379,OLM 01379,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Prayers | Prayer books,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/118990,OLM 01414,OLM 01414,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Bibles,,,,,1703,1703
https://w3id.org/vhmml/readingRoom/view/119004,OLM 01432,OLM 01432,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/119005,OLM 01433,OLM 01433,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Grammars,,,,,1865,1865
https://w3id.org/vhmml/readingRoom/view/119006,OLM 01434,OLM 01434,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Grammars,,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/119012,OLM 01441,OLM 01441,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/119013,OLM 01442,OLM 01442,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1909,1909
https://w3id.org/vhmml/readingRoom/view/119014,OLM 01443,OLM 01443,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Prayers | Prayer books,,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/119017,OLM 01446,OLM 01446,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/119022,OLM 01451,OLM 01451,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical texts,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/119024,OLM 01453,OLM 01453,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1709,1709
https://w3id.org/vhmml/readingRoom/view/119026,OLM 01455,OLM 01455,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1896,1896
https://w3id.org/vhmml/readingRoom/view/119034,OLM 01463,OLM 01463,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Dictionaries,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/119038,OLM 01467,OLM 01467,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,,,,,,1855,1855
https://w3id.org/vhmml/readingRoom/view/119044,OLM 01473,OLM 01473,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Prayer books,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/119054,OLM 01483,OLM 01483,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/119059,OLM 01488,OLM 01488,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical texts,,,,,1962,1962
https://w3id.org/vhmml/readingRoom/view/119060,OLM 01489,OLM 01489,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Poems,pages 1-132,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/119062,OLM 01491,OLM 01491,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Grammars,,,,,1878,1878
https://w3id.org/vhmml/readingRoom/view/119068,OLM 01497,OLM 01497,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/119078,OLM 01507,OLM 01507,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Grammars,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/119091,OLM 01520,OLM 01520,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical texts,,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/119441,MS 155,BALA 00149,Lebanon,Tripoli,,Dayr Sayyidat al-Balamand,BALA,PAPER,Hagiographies | Liturgical texts | Lectionaries | Sermons | Bibles | Commentaries | Poems,,,,"1 column, 15-27 lines per page",1818,1818
https://w3id.org/vhmml/readingRoom/view/120258,MS 110,LMMO 00110,Lebanon,Jūniyah,,Lebanese Maronite Missionary Order,LMMO,PAPER,,fol. 1r-211v,,,"1 column, 33 lines per page",1630,1700
https://w3id.org/vhmml/readingRoom/view/120542,OBA 00287,OBA 00287,Lebanon,Ṣarbā (Jūniyah),,Ordre Basilien Alepin,OBA,PAPER,Liturgical books (Eastern Christian),,,,"2 columns, 23 lines per page",1800,2000
https://w3id.org/vhmml/readingRoom/view/120723,OBC 00160,OBC 00160,Lebanon,Khinshārah,,Ordre Basilien Choueirite,OBC,PAPER,Liturgical books (Eastern Christian),fol. 2r-69r,,,"1 column, 12 lines per page",1500,1600
https://w3id.org/vhmml/readingRoom/view/121078,OLM 01339,OLM 01339,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1951,1951
https://w3id.org/vhmml/readingRoom/view/121079,OLM 01340,OLM 01340,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1900,2000
https://w3id.org/vhmml/readingRoom/view/121080,OLM 01341,OLM 01341,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1951,1951
https://w3id.org/vhmml/readingRoom/view/121081,OLM 01342,OLM 01342,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1951,1951
https://w3id.org/vhmml/readingRoom/view/121082,OLM 01343,OLM 01343,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1865,1865
https://w3id.org/vhmml/readingRoom/view/121083,OLM 01344,OLM 01344,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1859,1859
https://w3id.org/vhmml/readingRoom/view/121084,OLM 01539,OLM 01539,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1869,1869
https://w3id.org/vhmml/readingRoom/view/121085,OLM 01540,OLM 01540,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1869,1869
https://w3id.org/vhmml/readingRoom/view/121086,OLM 01541,OLM 01541,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/121087,OLM 01542,OLM 01542,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1750,1750
https://w3id.org/vhmml/readingRoom/view/121088,OLM 01543,OLM 01543,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/121090,OLM 01566,OLM 01566,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1703,1703
https://w3id.org/vhmml/readingRoom/view/121093,OLM 01577,OLM 01577,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1847,1847
https://w3id.org/vhmml/readingRoom/view/121095,OLM 01581,OLM 01581,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Grammars,,,,,1700,1800
https://w3id.org/vhmml/readingRoom/view/121097,OLM 01583,OLM 01583,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1857,1857
https://w3id.org/vhmml/readingRoom/view/121099,OLM 01585,OLM 01585,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1808,1808
https://w3id.org/vhmml/readingRoom/view/121100,OLM 01586,OLM 01586,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1900,2000
https://w3id.org/vhmml/readingRoom/view/121102,OLM 01599,OLM 01599,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1873,1873
https://w3id.org/vhmml/readingRoom/view/121103,OLM 01600,OLM 01600,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1836,1836
https://w3id.org/vhmml/readingRoom/view/121106,OLM 01610,OLM 01610,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1890,1890
https://w3id.org/vhmml/readingRoom/view/121107,OLM 01611,OLM 01611,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/121108,OLM 01612,OLM 01612,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/121109,OLM 01614,OLM 01614,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1900,2000
https://w3id.org/vhmml/readingRoom/view/121110,OLM 01615,OLM 01615,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical texts,,,,,1890,1890
https://w3id.org/vhmml/readingRoom/view/121111,OLM 01616,OLM 01616,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical texts,,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/121112,OLM 01620,OLM 01620,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,31.5,20.6,,1779,1779
https://w3id.org/vhmml/readingRoom/view/121128,OLM 01640,OLM 01640,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,,,,,,1831,1831
https://w3id.org/vhmml/readingRoom/view/121129,OLM 01641,OLM 01641,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,,,,,,1843,1843
https://w3id.org/vhmml/readingRoom/view/121139,OLM 01789,OLM 01789,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1705,1705
https://w3id.org/vhmml/readingRoom/view/121140,OLM 01790,OLM 01790,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1709,1709
https://w3id.org/vhmml/readingRoom/view/121143,OLM 01879,OLM 01879,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/121151,OLM 01888,OLM 01888,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,Liturgical books (Eastern Christian),,,,,1843,1843
https://w3id.org/vhmml/readingRoom/view/121152,OLM 01889,OLM 01889,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1849,1849
https://w3id.org/vhmml/readingRoom/view/121154,OLM 01912,OLM 01912,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,PAPER,Liturgical books (Eastern Christian),,,,,1800,1900
https://w3id.org/vhmml/readingRoom/view/121156,OLM 01914,OLM 01914,Lebanon,Kaslik,,Lebanese Maronite Order,OLM,,,,,,,1758,1758
https://w3id.org/vhmml/readingRoom/view/121247,MS 867,USJ 00867,Lebanon,Beirut,,Université Saint-Joseph. Bibliothèque orientale,USJ,PAPER,Liturgical books (Eastern Christian) | Prayers,fol. 2r-104v,,,"1 column, 12 lines per page",1700,1800
https://w3id.org/vhmml/readingRoom/view/121324,MS 934,USJ 00934,Lebanon,Beirut,,Université Saint-Joseph. Bibliothèque orientale,USJ,PAPER,Liturgical books (Eastern Christian) | Prayers,fol. 1v-84v,,,"1 column, 15 lines per page",1848,1848
https://w3id.org/vhmml/readingRoom/view/121334,MS 944,USJ 00944,Lebanon,Beirut,,Université Saint-Joseph. Bibliothèque orientale,USJ,PAPER,Apologetic writings | Dictionaries,fol. 1r-289v,,,"1-4 columns, 18-25 lines per page",1700,1700
https://w3id.org/vhmml/readingRoom/view/122489,MS 19/1,CFMM 00019,Turkey,Mardin,,Church of the Forty Martyrs,CFMM,PAPER,Bibles,,,,,1911,1911
https://w3id.org/vhmml/readingRoom/view/122493,MS 23/1,CFMM 00023,Turkey,Mardin,,Church of the Forty Martyrs,CFMM,PAPER,Bibles,,,,,1900,2000
https://w3id.org/vhmml/readingRoom/view/122497,MS 27/1,CFMM 00027,Turkey,Mardin,,Church of the Forty Martyrs,CFMM,PAPER,Bibles,,,,,1849,1849
https://w3id.org/vhmml/readingRoom/view/122548,MS 5,ZFRN 00005,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian) | Evangeliaries | Lectionaries,,,,"2 columns, 26 lines per page",1600,1800
https://w3id.org/vhmml/readingRoom/view/122549,MS 6,ZFRN 00006,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Bibles | Commentaries | Sermons,,,,"2 columns, 23-30 lines per page",1600,1800
https://w3id.org/vhmml/readingRoom/view/122550,MS 7,ZFRN 00007,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Prayers,,,,"1 column, 16 lines per page",1800,2000
https://w3id.org/vhmml/readingRoom/view/122552,MS 9,ZFRN 00009,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian),,,,"2 columns, 23 lines per page",1600,1700
https://w3id.org/vhmml/readingRoom/view/122555,MS 12,ZFRN 00012,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian) | Sermons,,,,"1 column, 17 lines per page",1700,1900
https://w3id.org/vhmml/readingRoom/view/122565,MS 22,ZFRN 00022,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Commentaries,,,,"2 columns, 40 lines per page",1892,1892
https://w3id.org/vhmml/readingRoom/view/122569,MS 27,ZFRN 00027,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,,,,,"1 column, 18 lines per page",1911,1912
https://w3id.org/vhmml/readingRoom/view/122575,MS 36,ZFRN 00036,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Sermons,,,,"1 column, 15 lines per page",1928,1928
https://w3id.org/vhmml/readingRoom/view/122580,MS 82,ZFRN 00082,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian),,,,"2 columns, 23-24 lines per page",1800,2000
https://w3id.org/vhmml/readingRoom/view/122581,MS 83,ZFRN 00083,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian),,,,"2 columns, 31 lines per page",1800,1900
https://w3id.org/vhmml/readingRoom/view/122582,MS 84,ZFRN 00084,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian),,,,,1900,2000
https://w3id.org/vhmml/readingRoom/view/122583,MS 91,ZFRN 00091,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian),,,,"2 columns, 24 lines per page",1909,1909
https://w3id.org/vhmml/readingRoom/view/122584,MS 92,ZFRN 00092,Turkey,Mardin,,Dayr Za‘farān (Monastery),ZFRN,PAPER,Liturgical books (Eastern Christian),,,,"2 columns, 21 lines per page",1801,1801
